name,price,status,shipping,freereturns,itemssold
Apple Macbook Pro 13'' Intel Core i7-7660U 2.5GHz 16GB RAM 256GB SSD B-GRADE,57000,Pre-Owned,0,True,0
"New ListingApple MacBook 12"" (512GB, Intel Core i5 7th Gen., 1.3GHz, 8GB RAM) A1534",26700,Pre-Owned,1902,False,0
"New ListingApple MacBook Pro A1708 13"" (1TB, Intel Core i7, 2.5 GHz, 16 GB) 2017 - Loaded!",39900,Pre-Owned,3140,False,0
"New ListingMacBook Pro (13-inch, 2020) – GREAT CONDITION – 16 GB RAM, 512GB SSD, 4-core i5",98765,Pre-Owned,0,False,0
"New ListingApple MacBook Pro A1398 15.4"" Laptop - ME294LL/A (October, 2013)",30000,Pre-Owned,0,False,0
Apple MacBook Pro 15 inch Laptop / Quad Core i7 / 16GB RAM 1TB SSD / MacOS2017,59500,Refurbished,0,True,134
Apple MacBook Pro 15 Laptop / QUAD CORE i7 / SSD / Retina / MacOSX-2020,59900,Pre-Owned,0,True,18
,,False,0,False,0
Apple MacBook Pro 15 inch Laptop | 3.3GHz QUAD CORE i7 TURBO | MacOS | 1TB SSD!,59900,Refurbished,0,True,0
"MACBOOK PRO 13"" | CORE i5 | 1TB SSD | 16GB RAM | WARRANTY | OS-2019 CATALINA ! !",33612,Refurbished,0,True,0
2015 Apple MacBook Pro 15 inch Retina / Core i7 3.4Ghz / 16GB RAM / 1TB SSD,84900,Refurbished,0,True,95
APPLE MACBOOK AIR 11 INCH LAPTOP | TURBO BOOST i7 | 3 YEAR WARRANTY | 256GB SSD,42900,Refurbished,0,True,0
"Apple MacBook Air 13"" 128GB SSD 2.8ghz i5 TURBO BOOST OSx-2019 - 3 YEAR WARRANTY",34900,Refurbished,0,True,12
"Apple Macbook Pro 13.3"" MH12lL/a - I5-2.9Ghz 8GB Ram 256GB SSD 2016 - Touch Bar",54900,Refurbished,0,True,56
Apple MacBook Pro 15inch Retina Laptop OS2020 - 16GB RAM 1TB SSD - Quad Core i7,76500,Pre-Owned,0,True,0
New ListingMacBook Air 13” Space Gray 2020 3.2GHz M1 16GB-RAM 1TB-SSD Excellent Condition,85000,Pre-Owned,3450,False,0
New ListingEarly 2014 MacBook Air. 1.4GHz. Dual-Core Intel i5. 4gb Ram. 120gb storage. ,22500,Pre-Owned,1500,False,0
Apple MacBook Pro Core I5 4gb RAM 500gb Storage A1278 Mid 2012,16000,Pre-Owned,0,False,0
"Apple MacBook Pro MD104LL/A Core i7 2.6 15"" 16GB 750GB LOADED! ",23935,Pre-Owned,0,True,0
New ListingApple MacBook Air 2020 13-inch M1 7 core GPU 256GB SSD 16GB RAM Space Gray,36500,Pre-Owned,1355,False,0
"New ListingApple Mid 2015 MacBook Pro Retina 15"" 1TB SSD, i7 2.8 GHz 16GB",14800,Pre-Owned,1144,False,0
"12"" Apple MacBook Retina 2016-2017 Silver 1.1GHz m3 8GB RAM 256GB SSD MLHA2LL/A",56500,Pre-Owned,0,True,0
Apple MacBook Pro 15 inch Retina / QUAD Core i7 3.6Ghz / 1TB SSD / WARRANTY,68500,Refurbished,0,True,0
APPLE MACBOOK AIR 13 INCH LAPTOP / TURBO BOOST / 3 YEAR WARRANTY / 256GB SSD,37900,Pre-Owned,0,True,0
"Apple 15"" MacBook Pro 2012 - CERTIFIED REFURBISHED - Core i7 2.3GHz 500GB Wrnty",49900,Certified - Refurbished,0,True,0
"New ListingMacbook Pro 13"" M1 1TB/16gb RAM (Space Gray)",160000,Pre-Owned,1990,False,0
Apple MacBook Pro 13”-i5- 2.5GHz 8GB-128GBSD macOS Big Sur 2021,29000,Pre-Owned,0,False,14
"New ListingUSED Apple MacBook Pro 16"" (512GB SSD, Intel Core i7 9th Gen., 2.60 GHz, 16GB)",90000,Pre-Owned,6000,False,0
"New ListingApple M1 MacBook Air 512GB, 16GB RAM, Space Gray - Japanese Keyboard",120000,Pre-Owned,2750,False,0
New Listing2020 13 Inch Apple MacBook Pro Apple M1 512GB SSD 8GB RAM,70000,Pre-Owned,2955,False,0
"Apple 2019 MacBook Pro 15.4"" (256GB SSD, Core i7 9th Gen., 2.60 GHz, 16GB)",99900,Pre-Owned,1850,False,0
New Listingmacbook pro 13 inch mid 2012 SSD 500GB ,10600,Pre-Owned,3110,False,0
"New ListingApple MacBook Air 13in (256GB SSD, M1, 8GB) Laptop - Silver - MGN93LL/A...",70000,Pre-Owned,2000,False,0
MACBOOK PRO 13 | RETINA | CORE i7 | 1TB SSD | 16GB RAM | WARRANTY | BIG SUR,29860,Refurbished,0,True,0
New ListingApple MacBook (12-inch Mid 2017) 1.4 GHz Intel core i7 512GB SSD 16GB RAM,99900,Refurbished,895,False,0
"New ListingApple MacBook Air 13in (256GB SSD, M1, 8GB) Laptop - Rose Gold",80000,Brand New,3520,False,0
"NEW Apple MacBook Pro 13.3"" Retina (2.3GHz i5, 8GB, 128GB SSD) Silver MPXR2LL/A",61999,Open Box,0,True,0
Apple MacBook Pro 17 inch  | INTEL CORE i5 | 8GB RAM | 1TB SSD HYB | WARRANTY!,59900,Pre-Owned,0,True,18
"Apple MacBook Air 13"" 1TB SSD 2.8ghz i5 TURBO BOOST OSx-2019 - 3 YEAR WARRANTY",44900,Refurbished,0,True,1059
"Apple MacBook Pro 13in (256GB SSD, M1, 8GB) Laptop - Silver - MYDA2LL/A...",97500,Pre-Owned,1795,False,0
"New ListingApple MacBook Pro 15.4 inch (2TB, Intel Corei7, 2.9GHz, 16GB)  Late 2016",9000,Refurbished,2500,False,0
"2020 Apple MacBook Air 13"" (128GB SSD, Intel Core i3 10th Gen, 8GB Ram) Laptop",67999,Open Box,0,True,0
"New ListingApple MacBook Pro 15in(1TB SSD, Intel Core I7, 2.6GHz, 16GB RAM, NVIDIA GeForce",50000,Pre-Owned,2585,False,0
"Apple MacBook Pro 13"" Retina Good Condition (Early 2015) 128 SSD/8GB RAM",40000,Pre-Owned,4140,False,0
"Apple MacBook Pro 13.3"" 2015 (256GB Storage, 8GB RAM, core i5 2.7GHz)",34999,Pre-Owned,0,False,0
"Apple MacBook Air 13.3"" Laptop w 5th Generation i5 and Fast Onboard Memory",37905,Refurbished,0,True,0
Mid 2015 15 Inch MacBook Pro 16gb Ram 500gb SSD Intel I7,41500,Pre-Owned,0,False,0
MacBook Pro 13 inch Apple Laptop 2011 | Certified Refurbished | Core i5 | 500GB,39900,Certified - Refurbished,0,True,76
New Listing#0400 Apple MacBook Pro 13 Retina Early 2015 3.1 GHz Intel Core i7 16GB 128GB,41999,Pre-Owned,2000,False,0
New ListingApple MacBook Pro Core i5 2.7GHz 13 in Retina Early 2015 256GB SSD- BAD BATTERY,18750,Pre-Owned,2615,False,0
"New Listing16"" Apple MacBook Pro 2.6GHz i7 16GB 512GB (2019)",156000,Pre-Owned,2500,False,0
"Apple MacBook Pro 15"" Retina 3.7GHz Quad Core Turbo 16GB RAM 1TB SSD OS2020",79800,Pre-Owned,0,True,0
"13"" Apple MacBook Air | TURBO BOOST i7 | 256GB SSD | WARRANTY",37900,Refurbished,0,True,0
"New ListingApple MacBook Air 13in (512GB SSD, M1, 8GB) Laptop - Gold - MGNE3LL/A (November,",93400,Open Box,2420,False,0
"Apple MacBook Air 13"" TURBO 8GB i5 2.6ghz 512GB SSD OS-2020 - 3 YEAR WARRANTY",44900,Pre-Owned,0,True,0
"New ListingApple MacBook Pro 13.3"" (256 GB, Intel Core i5 8th Gen. 3.8GHz, 8GB) Space Gray ",62900,Pre-Owned,0,False,0
Apple MacBook Pro 13 TOUCHBAR OS2020/2021 3.5GHz i7 16GB RAM 512GB SSD WARRANTY,89200,Pre-Owned,0,True,0
"New ListingApple MacBook Pro 15.4"" 2.4GHz Core i9 32GB RAM 1TB SSD  RP Vega20  Space Gray",9700,Pre-Owned,1351,False,0
"New Listing2017 APPLE MACBOOK 12"" SPACE GRAY, 1.3GHZ DUAL CORE INTEL i5 8GB RAM, 512GB SSD",15650,Pre-Owned,1084,False,0
Apple MacBook Pro 13 N-TOUCH BAR 2017-2020 Retina Laptop 3.6GHz i5 512GB SSD,74800,Pre-Owned,0,True,0
2020 macbook air i3 rose gold applecare ,49500,Pre-Owned,1795,False,0
MACBOOK PRO 13 | RETINA | CORE i7 | 1TB SSD | 16GB RAM | WARRANTY | OS-Big Sur,29968,Refurbished,0,True,0
macbook air 2018 13 inch,29000,Pre-Owned,2000,False,0
"New ListingApple MacBook Pro With Touch Bar, 2.6GHz  I7,16gb,512gb,560x 4gb Monterey",40800,Pre-Owned,2749,False,0
"MacBook Pro Retina 2015 15"" i7 2.5Ghz 16GB RAM 512GB *AMD R9 M370X 2GB *Grade A-",25501,Pre-Owned,2399,False,0
"Apple MacBook Air 13.3"" 1.6 GHz Core i5, 4GB RAM, 128GB SSD MJVE2LL/A -2015",29900,Refurbished,0,True,826
Apple MacBook Pro 15 inch Laptop | QUAD CORE i7 | 16GB RAM | 1TB | 1 GPU,47400,Pre-Owned,0,True,0
"Apple MacBook Air 11"" 2013 A1465 Intel i5 4GB RAM 128GB SSD USB WiFi macOS 10.15",19999,Refurbished,0,True,0
"Apple MacBook Pro 15"" | 2.8 i7 16GB 256GB SSD OSX 2020 Refurbished Excellent",56900,Refurbished,0,True,32
"13"" Apple MacBook Pro RETINA OS-2020 i5 3.10Ghz 8GB 1TB SSD - 3 YEAR WARRANTY",52900,Pre-Owned,0,True,0
Apple MacBook Air 13 in Laptop | CTO/BTO | Core i7 | 2017 | 1TB SSD | 8GB,38900,Refurbished,0,True,0
"Apple MacBook Pro 15"" | 2014 2.8 i7 16GB RAM 256GB SSD GT 750M Refurbished",47900,Refurbished,0,True,0
Apple MacBook Air 13 in Laptop | CTO/BTO | Core i7 | 2017 | 1TB SSD | 8GB,38900,Pre-Owned,0,True,12
Apple MacBook Pro 15 RETINA Laptop QUAD CORE i7 | 512GB SSD | WARRANTY| OS-2019,68900,Pre-Owned,0,True,18
,,False,0,False,0
"Apple MacBook Pro 13"" Laptop | iNTEL | 500 GB | MacOS | 3 YEAR WARRANTY!",29700,Refurbished,0,True,0
APPLE MACBOOK PRO RETINA 15 INCH | CORE i7 2.8GHZ LAPTOP | 2015-2016 | 1TB SSD!,39900,Refurbished,0,True,21
Apple MacBook Pro 15 inch Laptop | QUAD CORE i7 | 16GB RAM | MacOS | 1TB SSD!,63900,Pre-Owned,0,True,0
Apple MacBook Pro 13 | Catalina | Intel | 8GB RAM | 1TB | MacOS 2019. Warranty ,35900,Refurbished,0,True,126
"Apple MacBook Retina 12"" (512GB SSD, Intel Core M 1.20 GHz, 8GB) Laptop - Space",33333,Pre-Owned,0,False,0
"15"" Apple MacBook Pro RETINA Laptop Quad Core i7 3.7Ghz 16GB 1TB SSD - WARRANTY",84900,Refurbished,0,True,0
"New ListingApple MacBook Pro A1398 15.4 inch Laptop - MJLQ2LL/A (May, 2015)",49100,Pre-Owned,4365,False,0
"Apple Macbook Pro A1707 2017 15"" i7 7th-Gen 2.8GHz 16GB DDR3 512GB SSD Grade B",72499,Pre-Owned,2078,False,0
New ListingApple MacBook A1534 Space Gray,14700,Pre-Owned,1275,False,0
"New ListingApple MacBook 12'' 256 GB Space Gray Laptop - MLH72LL/A (April, 2016)",38000,Pre-Owned,2195,False,0
"Apple Macbook Pro 15-inch Laptop, Intel Core 2.4GHz + 232HDD (Late 2008)",11900,Pre-Owned,1835,False,0
"Apple MacBook Pro MC725LL/A Core i7 2.2 17"" 4GB 750GB LOADED! ",24933,Pre-Owned,0,True,0
2015 Apple MacBook Pro 15 inch Retina / Core i7 3.4Ghz / 16GB RAM / 1TB SSD,79700,Refurbished,0,True,0
"Apple MacBook Pro 13"" Laptop | Used | 500 GB | MacOS | WARRANTY!",34900,Pre-Owned,0,True,711
"2018-2019 Apple MacBook Pro Touch Bar 13"" Space Gray | 2.3GHz Core i5 8GB 256GB",83900,Pre-Owned,0,True,22
"Apple MacBook Pro 13"" Pre-Retina Laptop 3.1GHz i5 TURBO / 500 GB / 8GB RAM",39900,Pre-Owned,0,True,0
APPLE MACBOOK PRO RETINA 15 INCH | CORE i7 2.8GHZ LAPTOP | 2015-2016 | 1TB SSD!,39800,Refurbished,0,True,0
"New ListingApple MacBook Pro Retina, 15-inch, Early 2013",9900,Pre-Owned,3520,False,0
Apple MacBook Pro 15 inch Laptop | QUAD CORE i7 | 16GB RAM | MacOS | 1TB !,62900,Pre-Owned,0,True,0
"MACBOOK AIR 13"" 3.3GHz i7 Turbo OS2020 - 8GB RAM 1TB SSD - 3 YEAR WARRANTY",53045,Pre-Owned,0,True,0
"New ListingApple MacBook Pro 13"" (Mid 2012) i5-3210M 2.5GHz 10GB RAM 256GB SSD",12000,Pre-Owned,1355,False,0
APPLE MACBOOK AIR 11 INCH LAPTOP / TURBO BOOST / 3 YEAR WARRANTY / 128GB SSD,29700,Pre-Owned,0,True,0
"Apple MacBook Pro A1278 13"" INTEL C2D 2.26GHZ 2GB 160GB  EL CAPITAN ",7500,Refurbished,500,False,0
"New ListingApple MacBook Pro 16"" 2019 - 8-core Intel Core i9 2.3 GHz, 16 GB RAM, 1 TB SSD ",100000,Pre-Owned,4750,False,0
"MONTEREY APPLE MACBOOK PRO 15"" RADEON RETINA R9 3.7GHz i7 Turbo 16GB RAM 1TB SSD",83700,Refurbished,0,True,0
New ListingMACBOOK PRO W/ TOUCHBAR | MXK62LL/A | CORE I5-8257U 1.40GHZ | 512GB | 8GB RAM,20250,Pre-Owned,2287,True,0
"Apple Macbook Pro 13"" Core i5 2.5GHz 8GB RAM 256GB SSD | MacOS Catalina",28800,Refurbished,0,True,0
"13"" 2015 Apple MacBook Pro Retina 2.7GHz Core i5 8GB 128GB SSD + WARRANTY!",37049,Pre-Owned,0,True,0
"Apple MacBook Pro 13"" Pre-Retina Laptop / 500 GB / MacOSX-2017 / 3 YEAR WARRANTY",39900,Pre-Owned,0,True,30
"2018 Apple MacBook Air Touch ID 13"" Laptop 128gb SSD,8GB RAM,OS X Monterey",55000,Pre-Owned,0,True,0
"Apple MacBook Pro 2017 15"" Touch Bar Quad Core i7 16GB Ram 1TB SSD + Warranty",46407,Refurbished,0,False,0
"New ListingApple MacBook Pro 13"" Late 2012, Intel i5, 8GB RAM, 256GB SSD, Logic Pro X",30000,Pre-Owned,0,False,0
"New ListingApple MacBook Pro Touch Bar 13"" (256GB SSD, Intel Core i5 8th Gen., 1.4 GHz,...",50000,Refurbished,1540,False,0
New ListingMacBook Pro Retina - 15 Inch Late 2013 | i7 2GHZ | 8GB RAM | 256GB SSD | 15 CYCL,34999,Pre-Owned,2381,False,0
"Apple MacBook Pro Retina 13"" | 2.8 i7 16GB RAM 256GB SSD OSX 2017 Refurbished",47900,Refurbished,0,True,57
"New ListingApple MacBook Pro 13in (256GB SSD, M1, 8GB) Laptop - Space Gray - MYD82LL/A...",59500,Pre-Owned,1625,False,0
"Apple MacBook Pro MD103LL/A Core i7 2.3 15"" 16GB 500GB LOADED! ",23935,Pre-Owned,0,True,0
"Apple MacBook Pro A1708 13"" (256GB, Intel Core i5, 2.3 GHz, 8 GB) 2017",49900,Pre-Owned,3140,False,0
"Apple 13"" MacBook Air Laptop 2011 / CERTIFIED REFURBISHED i5 1.7GHz 128GB SSD",38500,Certified - Refurbished,0,True,48
"A1466 MacBook Air 13"" 2017 1.8GHz i5-5350U 8GB 256GB SSD MQD32LL/A MacOS 10.14 C",34998,Refurbished,0,True,0
"2020 Apple MacBook Air 13"" Silver | 1.1GHz i5 8GB 256 GB Certified Refurbished",73999,Certified - Refurbished,0,True,0
"Apple MacBook Pro MD104LL/A Core i7 2.6 15"" 8GB 750GB LAPTOP",23935,Pre-Owned,0,True,0
New ListingApple MacBook 12 inch Laptop - MK4N2LL/A (2015),45000,Pre-Owned,1831,False,0
"Apple 12"" MacBook (Mid 2017, Gold) MNYL2LL/A",77999,Brand New,0,False,0
"Apple Macbook Pro 13'', Silver, 256 GB - 2017 -- USED, 8GB RAM",30000,Pre-Owned,399,False,0
Macbook Air 2018,25500,Pre-Owned,0,False,0
"New ListingApple MacBook Pro 15"" Retina 2014 Intel Core i7 2.2 Iris Pro 256GB SSD16GB RAM ",45000,Refurbished,0,False,0
"Apple MacBook Pro Retina 15"" MGXC2LL/A 2014 i7-4870HQ 16GB 512GB SSD - Catalina",24750,Pre-Owned,1940,True,0
"Apple 12"" MacBook 2017 1.4GHz Core i7 256GB SSD 16GB A1534 MNYF2LL/A",49900,Pre-Owned,0,True,0
New ListingMacbook Retina 12-Inch 12” A1534 Gold 8GB 256GB 1.1GHz Intel Core M Laptop ,59900,Pre-Owned,0,False,0
2020 MacBook Pro M1 8-Core/ 8GB RAM/ 256GB SSD/ MYDA2LL/A - Warranty,92500,Refurbished,0,False,0
New ListingApple MacBook Air 13” Inch Early 2015 2.2 GHz Intel i7 8GB Ram 128GB SSD,5100,Pre-Owned,1625,False,0
"New ListingApple MacBook Pro 13"" (500GB HDD, Intel Core i5-3210M, 2.50 GHz, 8GB) Laptop...",17000,Pre-Owned,3520,False,0
"New ListingApple MacBook 12"" (512GB, Intel Core i5 7th Gen., 1.3GHz, 8GB RAM) A1534",42500,Pre-Owned,1902,False,0
"New ListingApple Macbook Pro 13.3in(512GB SSD, Intel Core I7, 2.9GHz, 8GB) Laptop -...",5000,Pre-Owned,2615,False,0
"MacBook Pro 11,1 2013 | i5-4258U | 8GB RAM | 256GB SSD | 899 Cycles",22950,Refurbished,1624,False,0
`MACBOOK PRO Retina OS2019 15INCH - 8GB RAM 256GB SSD - Quad Core i7 3.2GHz,57900,Refurbished,0,True,0
"Apple MacBook 13"" Laptop / macOS 2017 / ZOOM READY + the OPTION to UPGRADE !",12879,Refurbished,0,True,0
New ListingApple MacBook Air 13in Early 2015 8GB RAM 2.2GHz Intel Core i7 256GB SSD,37000,Pre-Owned,1625,False,0
"New ListingApple MacBook Pro 13.3"" 256GB Laptop - MLL42LL/A (October, 2016, Space Gray)",43500,Pre-Owned,3140,False,0
"Apple MacBook Air 13.3"" (256GB SSD, Intel Core i3 10th Gen., 3.20 GHz, 8GB)...",61500,Pre-Owned,2795,False,0
"2017/2021 APPLE MACBOOK PRO 13"" 3.5GHz i7 TOUCHBAR 16GB RAM 500GB SSD / WARRANTY",98765,Refurbished,0,True,0
"APPLE MACBOOK PRO TOUCH BAR A1707 15"" i7 2.8GHz 16GB 1TB SCREEN DISCOLORATION",40500,Pre-Owned,1232,True,0
"Apple MacBook Pro 15.4"" (512 GB, Intel Core i7 8th Gen. 2.6GHz, 16GB) A1990",71200,Pre-Owned,0,False,0
"15"" Apple MacBook Pro RETINA OS-2020 Quad Core i7 3.4Ghz 16GB 1TB SSD - WARRANTY",74900,Refurbished,0,True,31
"Apple Macbook Pro 13"" Laptop | 8GB RAM + 250GB SSD | OS High Sierra | WARRANTY",23900,Refurbished,0,True,0
